,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
24137,0xcc01,KOLRES11DEL01,34.0,4.9,22.577821,88.400581,22.587821,88.410581,15-02-2022,08:35,08:45,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,16
15736,0x852d,MYSRES06DEL03,39.0,4.7,12.323994,76.626167,12.383994,76.686167,13-03-2022,22:35,22:50,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26
11253,0xa0b3,PUNERES11DEL02,22.0,4.5,18.533811,73.899315,18.553811,73.919315,19-03-2022,09:30,09:45,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22
22982,0x2a4e,BANGRES15DEL02,32.0,4.5,12.975377,77.696664,13.055377,77.776664,23-03-2022,21:20,21:35,Stormy,Jam,1,Drinks,scooter,2.0,No,Urban,41
22023,0x1da0,HYDRES09DEL03,34.0,4.9,17.431668,78.408321,17.491668,78.468321,13-03-2022,18:20,18:30,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25
19106,0x6f1,VADRES14DEL02,,,22.311603,73.165012,22.361603,73.215012,17-03-2022,,18:50,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,18
31560,0xab44,COIMBRES04DEL01,21.0,4.8,11.024839,77.007003,11.134839,77.117003,16-03-2022,23:25,23:35,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23
7663,0x8892,INDORES03DEL02,30.0,4.7,22.751857,75.866699,22.881857,75.996699,08-03-2022,19:20,19:25,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44
19135,0xd7c,COIMBRES15DEL01,37.0,3.3,11.006686,76.951736,11.076686,77.021736,02-04-2022,0.958333333,23:10,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,34
29681,0x2b65,COIMBRES05DEL01,36.0,4.8,11.022169,76.999594,11.032169,77.009594,24-03-2022,08:35,08:45,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,18
36406,0xd02a,BHPRES07DEL02,33.0,4.9,0.0,0.0,0.02,0.02,13-02-2022,11:45,0.5,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,26
6250,0x47a3,MUMRES20DEL01,25.0,4.7,19.103249,72.846749,19.143249,72.886749,26-03-2022,16:10,16:20,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,11
33731,0xad8b,MYSRES14DEL02,28.0,4.8,0.0,0.0,0.08,0.08,29-03-2022,17:15,17:30,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26
10556,0x79a3,RANCHIRES19DEL03,34.0,4.4,23.333017,85.3172,23.363017,85.3472,07-03-2022,20:45,20:55,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,36
23687,0xa8bd,INDORES09DEL01,28.0,4.9,22.725835,75.887648,22.765835,75.927648,11-03-2022,16:45,16:55,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28
8316,0x106f,JAPRES16DEL02,,,26.849596,75.800512,26.929596,75.880512,04-04-2022,,23:50,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22
8643,0xd751,AURGRES17DEL01,23.0,4.7,19.876994,75.372353,19.946994,75.442353,14-02-2022,23:55,24:05:00,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
1606,0x1be2,COIMBRES19DEL01,34.0,4.5,11.022298,76.998349,11.032298,77.008349,26-03-2022,10:40,10:55,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,22
7923,0x71f2,CHENRES06DEL03,24.0,4.9,13.054347,80.257221,13.144347,80.347221,04-03-2022,18:10,18:20,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,38
23389,0xacb7,SURRES18DEL03,28.0,4.5,21.149834,72.778666,21.209834,72.838666,09-03-2022,21:40,21:55,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19
26458,0x4eeb,COIMBRES20DEL01,32.0,4.6,10.994136,76.963303,11.034136,77.003303,03-04-2022,12:40,12:50,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,37
9670,0x1530,PUNERES18DEL01,37.0,4.9,18.593481,73.785901,18.663481,73.855901,18-03-2022,21:35,21:50,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,51
1405,0x4cee,COIMBRES12DEL02,24.0,4.5,11.000762,76.981876,11.080762,77.061876,31-03-2022,21:20,21:25,Fog,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,49
12193,0xb1da,RANCHIRES07DEL02,39.0,4.3,23.359407,85.325055,23.439407,85.405055,29-03-2022,23:30,23:35,Cloudy,Low,1,Drinks,scooter,1.0,Yes,Metropolitian,39
6287,0x5bcd,JAPRES11DEL03,26.0,4.8,26.90294,75.793007,26.99294,75.883007,29-03-2022,21:25,21:40,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,19
38064,0x6086,COIMBRES15DEL01,39.0,4.6,11.006686,76.951736,11.016686,76.961736,01-03-2022,11:10,11:25,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,26
28282,0x995,VADRES02DEL02,32.0,4.8,0.0,0.0,0.13,0.13,20-03-2022,1,24:15:00,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19
37180,0x5219,PUNERES09DEL03,38.0,5.0,18.536562,73.896485,18.626562,73.986485,02-04-2022,17:15,17:20,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34
13855,0x5147,MYSRES13DEL02,33.0,4.1,12.310972,76.659264,12.390972,76.739264,20-03-2022,21:35,21:45,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39
5903,0xe1a4,BHPRES16DEL01,33.0,4.0,23.264015,77.408236,23.304015,77.448236,13-02-2022,16:35,16:45,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,33
7546,0x7f26,RANCHIRES14DEL02,33.0,4.7,0.0,0.0,0.05,0.05,13-03-2022,22:30,22:45,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25
12491,0xd465,GOARES12DEL02,27.0,5.0,15.516833,73.768172,15.646833,73.898172,12-02-2022,0.791666667,19:15,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35
40330,0xaa5c,MYSRES12DEL02,24.0,4.8,12.284747,76.625861,12.414747,76.755861,16-03-2022,23:55,24:05:00,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,24
24330,0xb446,MYSRES19DEL02,30.0,4.8,12.334022,76.618203,12.384022,76.668203,01-04-2022,21:20,21:30,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,28
17791,0xb812,MUMRES20DEL02,31.0,4.4,19.103249,72.846749,19.153249,72.896749,03-03-2022,19:35,19:45,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34
26530,0xbe47,JAPRES05DEL02,33.0,4.9,26.905287,75.794592,26.985287,75.874592,31-03-2022,21:35,21:50,Fog,Jam,1,Meal,motorcycle,2.0,No,Urban,49
35648,0x5e40,SURRES14DEL01,33.0,4.8,21.157729,72.768726,21.167729,72.778726,05-04-2022,0.375,09:15,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20
16513,0x5e80,MYSRES09DEL01,32.0,4.7,12.323194,76.630583,12.363194,76.670583,11-03-2022,15:10,15:15,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,34
9857,0xdb66,AURGRES05DEL02,27.0,4.6,19.875522,75.367127,19.925522,75.417127,17-02-2022,22:10,22:20,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,13
826,0x83ad,RANCHIRES15DEL03,32.0,4.8,23.369746,85.33982,23.429746,85.39982,05-04-2022,20:45,0.875,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33
3991,0x84da,MUMRES20DEL01,21.0,4.6,19.103249,72.846749,19.213249,72.956749,04-04-2022,19:35,19:40,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33
11946,0x8c57,PUNERES05DEL01,38.0,4.9,18.543626,73.905101,18.553626,73.915101,30-03-2022,0.375,09:15,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,27
27858,0xa6d4,JAPRES01DEL03,25.0,4.6,26.90519,75.810753,26.93519,75.840753,05-03-2022,22:40,22:50,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14
39383,0x63c2,INDORES16DEL01,35.0,4.6,22.744648,75.894377,22.784648,75.934377,28-03-2022,16:20,16:35,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25
170,0x1b58,JAPRES03DEL01,,,26.913483,75.803139,26.983483,75.873139,12-03-2022,,17:50,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,43
25495,0xbfcd,GOARES14DEL01,23.0,4.8,15.157944,73.950889,15.227944,74.020889,16-02-2022,17:50,17:55,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,18
42655,0x6669,SURRES06DEL02,22.0,4.8,21.185047,72.80859,21.235047,72.85859,28-03-2022,20:20,20:25,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32
9443,0xa926,RANCHIRES16DEL03,30.0,4.9,23.371292,85.327872,23.401292,85.357872,03-03-2022,20:20,20:35,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26
38560,0x827c,BANGRES01DEL03,22.0,4.7,12.933284,77.615428,13.023284,77.705428,02-03-2022,21:10,21:25,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29
42840,0x7e62,VADRES17DEL02,26.0,4.5,0.0,0.0,0.13,0.13,20-03-2022,21:45,21:55,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16
43548,0xa69f,BANGRES14DEL01,35.0,4.9,12.949934,77.699386,12.989934,77.739386,07-03-2022,16:55,17:05,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27
38711,0x6332,MUMRES19DEL02,22.0,4.8,19.131141,72.813074,19.181141,72.863074,03-04-2022,21:45,21:55,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28
27198,0x92b6,BANGRES05DEL01,21.0,4.9,12.970324,77.645748,13.010324,77.685748,30-03-2022,16:50,16:55,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,18
34444,0x2aa3,PUNERES18DEL02,25.0,4.3,18.593481,73.785901,18.673481,73.865901,23-03-2022,21:15,21:20,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,36
25126,0x77fa,MUMRES19DEL02,38.0,4.9,19.131141,72.813074,19.26114,72.943074,16-03-2022,18:50,18:55,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18
3348,0x6800,HYDRES14DEL01,24.0,5.0,17.426228,78.407495,17.496228,78.477495,25-03-2022,17:50,18:05,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,41
42151,0xa3d9,MUMRES02DEL01,36.0,4.7,19.221315,72.862381,19.231315,72.872381,05-04-2022,11:55,12:05,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,31
25355,0x6929,MUMRES16DEL02,34.0,4.8,19.120083,72.907385,19.200083,72.987385,04-04-2022,18:35,18:45,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,22
2910,0xd5af,KOCRES19DEL02,27.0,5.0,9.960846,76.293936,10.010846,76.343936,15-02-2022,19:40,19:45,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,27
35136,0x3418,VADRES11DEL01,29.0,4.5,22.308096,73.167753,22.348096,73.207753,15-03-2022,15:15,15:20,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16
44380,0xdb75,AURGRES08DEL03,20.0,4.8,19.876428,75.364792,19.936428,75.424792,17-02-2022,20:50,21:05,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28
8144,0x32de,JAPRES06DEL01,32.0,4.4,26.911927,75.797282,27.021927,75.907282,06-04-2022,0.875,21:15,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,41
45143,0xd5fd,GOARES08DEL01,31.0,3.4,15.556561,73.763633,15.626561,73.833633,18-02-2022,22:15,22:20,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,33
30769,0x98c2,PUNERES11DEL02,30.0,4.6,18.533811,73.899315,18.553811,73.919315,03-03-2022,08:15,08:30,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20
38817,0x6f38,RANCHIRES20DEL03,25.0,4.5,23.39925,85.390464,23.45925,85.450464,28-03-2022,22:20,22:30,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16
11701,0x19b2,BANGRES02DEL01,32.0,4.4,12.970221,77.645396,13.010221,77.685396,05-04-2022,14:45,14:50,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,46
8376,0x7721,PUNERES13DEL03,37.0,4.9,18.56245,73.916619,18.59245,73.946619,13-03-2022,18:20,18:30,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27
6714,0x5b3b,JAPRES16DEL02,28.0,4.7,26.849596,75.800512,26.869596,75.820512,13-03-2022,08:40,08:50,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,15
35843,0xc22d,KNPRES08DEL01,34.0,4.6,0.0,0.0,0.11,0.11,14-02-2022,17:55,18:10,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,41
30083,0xce99,ALHRES14DEL02,33.0,4.5,25.459775,81.834841,25.539775,81.914841,18-02-2022,17:55,18:10,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,24
37474,0x3e1b,RANCHIRES08DEL02,36.0,4.6,23.353783,85.326967,23.373783,85.346967,03-04-2022,11:20,11:35,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,35
37794,0x1b66,RANCHIRES08DEL02,,,23.353783,85.326967,23.433783,85.406967,14-03-2022,,19:45,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,15
602,0xd550,ALHRES19DEL03,26.0,5.0,25.457116,81.859682,25.487116,81.889682,17-02-2022,22:10,22:25,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,10
5998,0x6204,VADRES19DEL02,22.0,4.8,22.311844,73.165081,22.331844,73.185081,07-03-2022,09:45,0.416666667,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,19
7477,0x7be3,COIMBRES08DEL01,32.0,4.9,11.001852,76.976268,11.011852,76.986268,21-03-2022,10:45,0.458333333,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23
3,0xc8b6,LUDHRES15DEL02,34.0,4.3,30.899584,75.809346,30.919584,75.829346,13-02-2022,09:20,09:30,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20
18368,0x7fa9,CHENRES20DEL01,20.0,4.8,12.975996,80.221898,13.045996,80.291898,29-03-2022,23:10,23:20,Cloudy,Low,2,Meal,scooter,0.0,No,Urban,21
18016,0x4fe4,VADRES19DEL01,20.0,4.6,22.311844,73.165081,22.351844,73.205081,17-03-2022,12:40,12:45,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,23
18419,0x6da7,INDORES11DEL03,34.0,4.6,22.751234,75.88949,22.811234,75.94949,05-03-2022,19:20,19:25,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,28
26652,0x96e9,RANCHIRES17DEL03,31.0,4.0,23.374878,85.335739,23.434878,85.395739,17-03-2022,21:35,21:50,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,34
15164,0x38a6,INDORES20DEL03,39.0,4.6,22.732225,75.874765,22.792225,75.934765,11-03-2022,22:20,22:35,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,21
9757,0xcbab,BHPRES11DEL01,20.0,5.0,23.233219,77.433571,23.343219,77.543571,16-02-2022,22:30,22:35,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,16
3393,0x9956,JAPRES19DEL03,38.0,4.0,26.913726,75.75282,27.053726,75.89282,23-03-2022,19:45,19:50,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41
29183,0xbce4,MYSRES15DEL02,21.0,4.5,12.352058,76.60665,12.402058,76.65665,07-03-2022,21:25,21:35,Fog,Jam,0,Meal,motorcycle,1.0,No,Urban,21
44886,0xba57,HYDRES18DEL02,24.0,4.6,17.450851,78.379347,17.500851,78.429347,28-03-2022,1,24:15:00,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22
466,0x6234,VADRES01DEL01,25.0,4.8,22.307898,73.167788,22.417898,73.277788,14-03-2022,18:25,18:40,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26
41335,0xc82b,LUDHRES11DEL02,36.0,5.0,30.893081,75.821495,30.973081,75.901495,12-02-2022,18:20,18:35,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,45
38259,0xcaad,DEHRES05DEL01,26.0,4.8,30.346994,78.062543,30.386994,78.102543,17-02-2022,12:25,12:30,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,22
34507,0x1532,INDORES02DEL02,21.0,4.6,22.651847,75.881991,22.701847,75.931991,09-03-2022,21:10,21:20,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,21
25442,0xdcbf,BHPRES18DEL02,27.0,4.7,23.234631,77.401663,23.284631,77.451663,11-02-2022,21:10,21:25,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,28
13784,0xe07e,BHPRES14DEL03,33.0,4.4,0.0,0.0,0.06,0.06,11-02-2022,19:20,19:30,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47
15144,0xa0d9,COIMBRES18DEL01,27.0,4.8,11.02091,76.940432,11.09091,77.010432,04-03-2022,0.916666667,22:15,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25
5301,0x16aa,VADRES06DEL02,,,22.31279,73.170283,22.36279,73.220283,05-03-2022,,17:50,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,16
31757,0x56e,BANGRES05DEL03,,,-12.970324,77.645748,13.060324,77.735748,08-03-2022,,18:35,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,14
33952,0x9d08,MYSRES09DEL03,35.0,4.2,12.323194,76.630583,12.413194,76.720583,20-03-2022,21:35,21:50,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,35
4338,0x7b35,VADRES08DEL01,31.0,4.6,0.0,0.0,0.07,0.07,04-03-2022,20:45,20:50,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18
31492,0x4f39,RANCHIRES02DEL01,23.0,4.8,0.0,0.0,0.11,0.11,14-03-2022,19:30,19:40,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,17
37337,0x319c,PUNERES04DEL03,21.0,4.8,18.51421,73.838429,18.57421,73.898429,05-04-2022,20:15,20:20,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27
11766,0xbf3f,KOCRES05DEL03,,,9.970717,76.285447,10.000717,76.315447,13-02-2022,,21:20,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26
44933,0x4952,CHENRES12DEL01,36.0,4.8,12.972793,80.249982,12.982793,80.259982,03-03-2022,11:20,11:35,Cloudy,High,2,Drinks,scooter,0.0,No,Urban,26
32638,0xa057,CHENRES17DEL01,30.0,4.5,13.045479,80.23311,13.085479,80.27311,19-03-2022,16:30,16:40,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,30
7198,0x13d8,INDORES20DEL03,36.0,4.7,22.732225,75.874765,22.822225,75.964765,20-03-2022,22:25,22:30,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,28
37562,0xb1eb,JAPRES13DEL02,21.0,5.0,26.846156,75.8023,26.926156,75.8823,10-03-2022,0.833333333,20:10,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,22
11955,0xd8c1,AGRRES19DEL02,20.0,4.9,0.0,0.0,0.05,0.05,15-02-2022,21:35,21:50,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26
906,0x726e,MYSRES20DEL03,32.0,5.0,12.337978,76.616792,12.397978,76.676792,01-03-2022,21:45,21:55,Stormy,Jam,1,Buffet,motorcycle,,No,Metropolitian,33
8345,0xd12b,AGRRES13DEL03,20.0,4.6,27.159795,78.04299,27.249795,78.13299,12-02-2022,17:10,17:20,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34
29208,0xda74,BHPRES11DEL02,37.0,4.4,23.233219,77.433571,23.363219,77.563571,16-02-2022,0.833333333,20:15,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,39
13868,0x7196,RANCHIRES05DEL02,37.0,4.7,23.355164,85.324097,23.435164,85.404097,29-03-2022,1,24:10:00,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,28
33420,0xb14a,VADRES13DEL03,29.0,4.1,22.310237,73.158921,22.340237,73.188921,24-03-2022,23:35,23:45,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,28
20857,0x5cbf,BANGRES09DEL01,23.0,4.6,12.934179,77.615797,12.974179,77.655797,01-03-2022,16:15,16:25,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,11
34223,0x707a,PUNERES12DEL02,21.0,4.6,18.520016,73.830547,18.600016,73.910547,06-03-2022,21:35,21:45,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26
31527,0x6e79,JAPRES02DEL03,24.0,4.9,26.914142,75.805704,26.944142,75.835704,03-04-2022,19:55,20:10,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24
24921,0x250c,JAPRES01DEL02,24.0,4.6,26.90519,75.810753,26.92519,75.830753,28-03-2022,08:55,09:10,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,17
26653,0xdecf,KOLRES01DEL01,33.0,4.8,22.514688,88.393294,22.584688,88.463294,18-02-2022,0.833333333,20:15,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38
29352,0xa510,SURRES13DEL02,28.0,4.9,21.170096,72.789122,21.250096,72.869122,06-03-2022,17:25,17:40,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,26
33133,0x5667,SURRES14DEL01,38.0,4.6,21.157729,72.768726,21.267729,72.878726,12-03-2022,23:20,23:25,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21
45257,0xabec,MYSRES09DEL03,30.0,4.8,12.323194,76.630583,12.353194,76.660583,13-03-2022,19:50,20:05,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27
7590,0xbd38,RANCHIRES01DEL01,34.0,4.2,23.416792,85.316842,23.526792,85.426842,25-03-2022,21:10,21:25,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41
19914,0xc729,LUDHRES20DEL02,33.0,3.6,30.885915,75.788259,31.015915,75.918259,12-02-2022,19:35,19:50,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,36
11611,0x9eef,INDORES19DEL02,35.0,4.6,22.745536,75.893106,22.765536,75.913106,26-03-2022,11:30,11:45,Stormy,High,0,Buffet,motorcycle,2.0,No,Urban,39
39652,0xcf5e,KOCRES18DEL01,25.0,4.6,9.957144,76.296783,10.067144,76.406783,18-02-2022,23:15,23:25,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24
27141,0x9e56,RANCHIRES08DEL02,30.0,3.6,23.353783,85.326967,23.433783,85.406967,10-03-2022,22:15,22:25,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,37
22680,0x2102,COIMBRES13DEL02,36.0,4.5,11.003669,76.976494,11.133669,77.106494,27-03-2022,23:50,24:05:00,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,37
35058,0x699f,SURRES06DEL03,38.0,4.9,21.185047,72.80859,21.275047,72.89859,25-03-2022,0.958333333,23:05,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,18
17999,0x9876,SURRES13DEL02,39.0,4.4,21.170096,72.789122,21.190096,72.809122,24-03-2022,09:35,09:40,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29
12437,0x3523,SURRES17DEL01,28.0,4.9,21.149569,72.772697,21.159569,72.782697,15-03-2022,11:15,11:25,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,10
23029,0xb090,HYDRES09DEL03,33.0,4.7,17.431668,78.408321,17.521668,78.498321,27-03-2022,22:45,22:55,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,21
11589,0x7273,MYSRES14DEL02,28.0,4.5,0.0,0.0,0.05,0.05,01-04-2022,17:40,17:55,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,23
26507,0xbce0,MYSRES15DEL02,39.0,4.8,12.352058,76.60665,12.482058,76.73665,02-04-2022,19:55,20:05,Cloudy,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,47
34216,0xdcbe,BHPRES13DEL03,38.0,4.5,23.230791,77.43702,23.320791,77.52702,12-02-2022,22:15,22:30,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,30
12409,0xd533,AURGRES010DEL01,33.0,4.6,19.875337,75.316722,19.915337,75.356722,17-02-2022,15:25,15:40,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Urban,33
24066,0x4023,BANGRES15DEL01,22.0,5.0,12.975377,77.696664,13.085377,77.806664,16-03-2022,21:20,21:35,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35
27316,0xa677,VADRES14DEL01,29.0,5.0,22.311603,73.165012,22.381603,73.235012,31-03-2022,21:10,21:20,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17
23835,0x8e2f,INDORES01DEL02,28.0,4.6,22.695207,75.866059,22.775207,75.946059,10-03-2022,22:35,22:50,Stormy,Low,2,Snack,scooter,1.0,No,Urban,18
27217,0xee2,VADRES08DEL01,31.0,4.9,0.0,0.0,0.04,0.04,05-03-2022,16:45,0.708333333,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32
21687,0x6cd7,HYDRES20DEL03,39.0,4.8,17.483216,78.552111,17.543216,78.612111,07-03-2022,19:45,19:50,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25
34749,0xb4e7,BANGRES18DEL01,38.0,4.1,12.913041,77.683237,12.983041,77.753237,06-03-2022,18:20,18:35,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,41
30082,0xa46f,BANGRES010DEL01,27.0,4.5,12.933298,77.614293,12.973298,77.654293,13-03-2022,0.541666667,13:10,Cloudy,High,2,Buffet,scooter,0.0,No,,29
24270,0x9f8a,SURRES04DEL02,23.0,4.9,21.173493,72.801953,21.253493,72.881953,06-04-2022,17:15,17:20,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39
4692,0x9adb,CHENRES01DEL03,35.0,4.6,13.005801,80.250744,13.065801,80.310744,05-04-2022,20:55,21:10,Fog,Jam,0,Buffet,motorcycle,0.0,No,Urban,32
32943,0xcc4e,AGRRES02DEL02,34.0,4.9,0.0,0.0,0.02,0.02,11-02-2022,08:55,09:10,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,29
33264,0xc385,DEHRES12DEL02,,,0.0,0.0,0.13,0.13,16-02-2022,,23:40,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,38
