Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
25201,39.0,5.0,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,19,1.5439804052708088
31577,20.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,19,7.659687719559413
23088,,,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,29,13.830779932983457
25929,39.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,20,12.07514720395944
13876,36.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,19.83967948357039
16560,21.0,4.9,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,20,9.348112475064742
44515,22.0,4.5,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,23,6.232341754558274
11503,32.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,22,1.5202938663941838
23659,30.0,4.6,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,19,14.152800689506924
17758,30.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,6.118630884362266
18007,26.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,10,2.9802895429476193
17620,30.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,8.937527873219437
6335,20.0,5.0,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,27,11.983536457526483
2234,32.0,4.6,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,29,6.117219095512411
12355,20.0,4.9,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20,13.405971717503242
21536,35.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,23,7.772038818862284
41169,32.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,3.105355545897636
34313,34.0,4.8,Sunny,Jam,2,Snack,motorcycle,1.0,No,Urban,23,9.193520993626471
33555,38.0,4.9,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,25,9.313979921879167
39432,36.0,4.5,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,13.681601719307125
2394,31.0,4.7,Cloudy,Medium,2,Drinks,scooter,,No,Metropolitian,16,4.4692230384129905
45289,32.0,3.8,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,35,16.853347148196544
17473,,,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,38,19.658727827951044
5918,21.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,5.958847028204556
36675,22.0,4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38,6.232807160814951
40096,25.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,4.6316346206362775
31338,35.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,1.5093764406719343
5769,25.0,4.7,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20,9.348072739298184
18820,29.0,4.7,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,3.105492717339753
19701,28.0,4.9,Stormy,Jam,2,Meal,scooter,,No,,15,12.07404749780293
20547,31.0,3.6,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20.253584375811304
32492,31.0,4.0,Windy,Jam,0,Buffet,motorcycle,3.0,No,Semi-Urban,47,9.348109676179929
16289,23.0,4.7,Stormy,High,1,Buffet,motorcycle,0.0,No,Urban,20,1.4898458815340307
22068,24.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,,33,19.36342948175045
20130,20.0,4.5,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,2.9846132479894156
26255,37.0,4.8,Fog,Low,2,Meal,electric_scooter,0.0,No,Urban,15,9.177855596110662
10666,21.0,4.8,Cloudy,High,2,Meal,electric_scooter,0.0,No,Metropolitian,34,6.218002348642889
7772,30.0,4.8,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,6.117725989658631
1327,34.0,5.0,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,33,1.5367312302998484
11729,32.0,5.0,Fog,High,2,Snack,scooter,2.0,No,Metropolitian,39,5.952960450523483
6613,30.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,16.388699354704418
24180,28.0,4.4,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,14.022253362414991
22119,30.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,11.007734763545226
19469,28.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,10.28058206443576
3276,36.0,4.5,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,24,1.5324173494998574
19130,38.0,4.6,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,10.723286945943729
31861,22.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,7.573467822005023
15720,29.0,4.5,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,17,6.058825169237242
8294,34.0,4.1,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,44,10.723286945943729
8083,,,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38,20.5050256361279
26675,29.0,4.0,Cloudy,Jam,2,Meal,scooter,1.0,No,Urban,37,13.405971717503242
26237,26.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,37,20.830884959428978
500,22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,12.58026782216666
14972,31.0,3.7,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,35,13.990192142123936
35963,38.0,3.7,Stormy,Jam,2,Buffet,motorcycle,2.0,Yes,Urban,43,10.254107230459685
3674,,,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,19,9.348493190106744
2335,22.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,37,14.152800689506924
41361,20.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,1.5525398224454878
38916,21.0,4.7,Fog,Low,1,Buffet,motorcycle,1.0,No,Urban,23,19.67344905094096
20249,20.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20,6.116387229214868
35410,20.0,4.7,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,23,9.121519225579231
11465,23.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,19,10.569528654839653
9886,25.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,10.586824027090362
31015,27.0,4.8,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,19,6.232150258779589
5161,36.0,4.3,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,38,13.582342704316641
4185,23.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,10.708220667174238
5475,35.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,,16,6.08110848446664
21828,25.0,4.7,Windy,Low,1,Snack,motorcycle,0.0,,Urban,10,4.610456145656767
16239,36.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,17.098804215224046
14810,38.0,4.3,Sandstorms,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,11.71980127031202
12925,33.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,27,1.5527615033304227
16652,26.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,22,20.20525323529578
518,26.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,14.022136830347735
7159,21.0,4.9,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,20,6.037448589994735
33592,32.0,4.6,Fog,High,1,Meal,scooter,0.0,No,Metropolitian,39,6.058680731744167
21200,33.0,4.7,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.019792716968146
6360,22.0,4.6,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,13.97213114314126
39776,29.0,4.5,Windy,High,0,Meal,motorcycle,0.0,No,Urban,17,6.0379902534377425
19729,33.0,3.9,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,34,20.969028454417753
26583,,,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,12,17731.007619717075
2358,25.0,4.3,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,32,7.77225332050286
22407,50.0,6.0,,,3,Drinks,scooter,0.0,No,Metropolitian,29,20.96899261496312
7342,,,,,3,Drinks,electric_scooter,1.0,No,Urban,17,18387.88435059853
25015,24.0,4.9,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,9.074377511218392
23373,21.0,4.6,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,10.92351544155925
6654,37.0,4.7,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,24,1.5204556869457486
17321,29.0,2.7,Sunny,Low,1,Meal,scooter,,No,Metropolitian,36,17.076407856147064
12684,29.0,4.9,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,24,16.721430138837476
42463,33.0,4.4,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Urban,43,16.851371030985696
26845,39.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,10.724430107083917
19843,32.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,7.790314135648433
33799,25.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,16.646545996475027
30833,23.0,4.6,Fog,High,1,Buffet,motorcycle,1.0,No,Urban,20,1.5094466560222088
13492,33.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,6.218134914859964
26710,24.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,13.620429458727196
4965,33.0,4.2,Windy,Medium,2,Snack,scooter,0.0,No,Urban,33,4.717601091654031
4349,,,Stormy,Low,2,Meal,motorcycle,1.0,No,Urban,15,3.06442709379338
11041,33.0,4.8,Fog,Jam,2,Buffet,electric_scooter,2.0,No,Urban,39,10.70728638842599
39868,,,Cloudy,Medium,2,Drinks,scooter,2.0,No,Metropolitian,36,12.420728618674662
36797,37.0,3.5,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,42,20.442929762531403
35573,20.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,1.5526813114038203
43745,36.0,4.2,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,31,7.803221931101941
24804,20.0,4.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,20,19.042027372262705
44382,26.0,4.7,Stormy,Low,1,Snack,scooter,0.0,No,,12,10.86736612005452
17594,26.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Urban,23,17.07478648591887
11371,38.0,4.8,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,22,4.587356403772328
13073,27.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,17.137482577819046
1085,37.0,4.0,Cloudy,Jam,1,Snack,motorcycle,3.0,No,Metropolitian,47,16.72058212182241
8495,33.0,4.7,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,12.464528059484621
17124,30.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,51,12.074255309952026
25979,,,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,1.55449948948158
6218,39.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Urban,46,16.721288103899063
25236,39.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,4.469606138994845
43277,28.0,5.0,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,16,12.58026782216666
37550,26.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,17.09838855660404
15517,26.0,4.9,Sandstorms,Medium,1,Snack,scooter,,No,Metropolitian,25,12.233151216261005
40046,35.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,18,10.906379374272275
19428,32.0,4.3,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,13.762197002581754
37767,36.0,5.0,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,11,1.5204319453616324
45466,23.0,5.0,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,9.055364789631513
27955,27.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,7.6010665438236895
38813,30.0,4.5,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,25,3.0737878691270715
30639,34.0,4.0,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,32,6.051989448461392
30130,26.0,4.7,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,41,14.152800689506924
45413,21.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,3.1091344151110065
44567,28.0,4.6,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,24,9.435201537103644
1769,25.0,4.7,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,12,16.903293213046933
30599,23.0,4.5,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Urban,13,4.717601091654031
3708,27.0,4.6,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,41,13.896485535046693
21260,27.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,11,6.29013467758336
19172,35.0,4.5,Windy,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,39,10.565936169711646
16137,27.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,41,4.66364460647327
23063,32.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,3.1050761852860433
7626,20.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,13.631440268137917
43622,39.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,3.027136219862967
32483,32.0,4.3,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,7.761422437330777
1499,26.0,4.6,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,14,3.0251492864361618
19946,,,,,3,Drinks,bicycle,0.0,No,,15,17317.72872375952
23043,28.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,44,10.868130915472097
30147,21.0,4.8,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,4.663187801750791
44169,34.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,,15,13.972141328923932
34657,31.0,4.7,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,16,3.0645081876212656
27835,28.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20.50759596963799
42011,22.0,4.8,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,18,17.297865752893937
21264,24.0,3.2,Sunny,Low,2,Snack,scooter,1.0,No,Urban,36,10.711191521352108
28296,30.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,7.719304592090799
21302,39.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,4.469162258504094
1176,27.0,4.6,Windy,Low,2,Drinks,electric_scooter,,No,Urban,10,7.6603484892067195
41594,27.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,4.560926277678764
37916,35.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,41,13.97394708082777
33808,25.0,4.5,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,20,10.433242609765504
28500,27.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Urban,19,1.5580841967877859
34199,38.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,28,1.554551170602139
1825,21.0,5.0,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,19.91612261382278
27753,21.0,4.8,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,10.906036622047266
35753,39.0,4.6,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,6.04035813372424
3904,25.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,7.660520124259219
8067,30.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,6.1283639395976595
31764,39.0,4.9,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Urban,35,10.88143182290501
15648,38.0,4.5,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,17,6.2425102719578485
160,37.0,4.5,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,1.552570412959481
40536,39.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,10.602582382281538
37604,38.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,36,10.906553214779871
29178,36.0,4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,10.586888296620865
22061,20.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,26,12.07514720395944
22150,39.0,4.0,Stormy,Jam,0,Snack,motorcycle,3.0,No,Semi-Urban,49,20.28559840130258
30700,36.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,11,3.073462804638445
39412,,,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,12.257687886574832
18091,21.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,15,20.848074005343257
2216,24.0,4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,10.602164852110478
6329,37.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,27,7.5677234223919285
2995,35.0,4.7,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,28,4.469352052358484
28368,25.0,4.5,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,4.560964950416685
39201,20.0,4.6,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,10.72475046206117
44605,23.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,16,17.076712975282852
398,24.0,4.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,3.040570257919934
30711,38.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,17.13829579052108
2944,36.0,3.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,34,13.409281444632647
38880,28.0,4.9,Windy,Low,2,Snack,motorcycle,0.0,No,Urban,10,20.848074005343257
27371,,,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,12.099390766415885
29974,27.0,4.8,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,10,6.050033592408317
36684,29.0,4.9,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,30,10.590448390880008
31271,31.0,4.0,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,38,1.468800157273329
20455,21.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,3.1450674354101187
38136,21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,16.819978764192328
41104,33.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,24,16.83090555191252
4016,30.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,8.929090495728078
10306,28.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,16,12.41857563758714
12943,23.0,4.9,Windy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,1.5092307884616973
31894,34.0,4.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,37,13.215100182654371
37724,30.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,1.5323350129507805
14877,32.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,47,19.659824899493145
25492,24.0,4.7,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,12.079253649096486
33152,34.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.5456323539330965
17692,22.0,4.9,Sunny,High,2,Drinks,scooter,1.0,No,Metropolitian,15,6.128419378147772
36666,29.0,4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,36,17.074904532017204
42706,20.0,4.6,Windy,High,0,Snack,motorcycle,1.0,No,Urban,26,3.0405372424073813
13571,35.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,20,17.073813050988182
24410,21.0,4.9,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,41,14.04492528599894
27799,34.0,4.6,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,30,7.601385733220245
22327,38.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,,23,3.108925571933348
6175,,,,,3,Meal,scooter,2.0,No,Metropolitian,40,9.315071059973226
25760,32.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,33,9.181146898732171
40057,26.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,4.589965402649785
15903,36.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,47,19.34391143623516
25469,,,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,2750.3102057462047
16833,36.0,4.9,Sandstorms,Medium,1,Meal,motorcycle,,No,Metropolitian,25,7.862668167467362
26840,29.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,15,9.220581826160357
37509,33.0,4.9,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,16.602467168307815
26300,25.0,4.5,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,44,1.5094383129819424
16759,27.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,25,4.588898780410501
43864,30.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,14.022182614341206
15429,39.0,4.5,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,28,2.9795028513237054
40235,25.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,14.152800689506924
36859,33.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,30,10.563519849283493
33141,20.0,4.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,14,3.073462804638445
25111,38.0,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,3.108970009200805
36712,32.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,,27,7.448937379782857
30289,36.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,28,3.1450674354101187
6606,36.0,4.7,Stormy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,3.0188687427655365
9907,21.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Urban,21,10.485818011850544
22905,28.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,13.682378876541017
26412,39.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,13.406029476345417
15647,25.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,17,9.175193844119168
366,35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,7.601874226775547
24191,37.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,10.92456962666345
18910,30.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,17.09838855660404
23943,31.0,5.0,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,20,11.917101549241321
34569,34.0,4.2,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,35,13.970652591312666
14968,25.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,28,14.023232083141643
39414,,,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,24,1.4897929741981528
30703,24.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,12.41848032806189
18274,21.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,16.90290998367753
35101,29.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,17,12.100157237944071
5203,37.0,5.0,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.590448390880008
28658,28.0,4.7,Stormy,High,1,Snack,scooter,,No,Metropolitian,19,6.147404652585687
4670,38.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,16,3.105533979663673
42610,35.0,4.1,Fog,Low,0,Snack,motorcycle,1.0,Yes,Metropolitian,43,13.406355455361123
5966,35.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,1.5297232826572114
38151,22.0,4.7,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,19,9.054602227855089
41356,35.0,3.6,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,19.883974328363298
24208,37.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,7.763180728046279
7583,33.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,13.631271209126313
14409,38.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,3.0250863303039974
5095,32.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,1.5204319453616324
18072,39.0,4.4,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,38,2.979540523105015
13708,22.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,3.0406911405662607
35823,35.0,4.5,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,4.5609611909558545
43677,30.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,7.803044763044635
28480,33.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,21,9.192119120992492
20676,36.0,4.8,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,28,3.0189069964937083
20998,26.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,10.906065218465613
27462,34.0,4.5,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,24,13.406506203246499
22169,37.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,7.68325385723808
12125,29.0,4.7,Stormy,Low,2,Snack,motorcycle,0.0,,Urban,12,12.073402311590591
22182,26.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,1.5581193602469814
13129,24.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,7.562069972217765
23533,27.0,4.7,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,20,3.0251533676453985
34399,,,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,4.4684124408860795
2665,31.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,6.128804224188438
